Content ID,Category,Content Type,Reaction Type,sentiment,Reaction Score,datetime
b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,GIF,super love,positive,75,26-06-2020 08:45
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,love,positive,65,04-01-2021 05:30
b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,GIF,worried,negative,12,11-02-2021 23:05
b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,GIF,interested,positive,30,24-09-2020 22:46
b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,GIF,love,positive,65,29-05-2021 00:40
b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,GIF,peeking,neutral,35,26-04-2021 20:30
b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,GIF,peeking,neutral,35,05-01-2021 17:44
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,worried,negative,12,28-07-2020 02:35
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,super love,positive,75,14-10-2020 01:55
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,interested,positive,30,07-06-2021 20:32
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,disgust,negative,0,24-11-2020 03:53
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,interested,positive,30,23-09-2020 00:33
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,worried,negative,12,31-10-2020 16:30
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,want,positive,70,29-12-2020 07:20
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,hate,negative,5,04-12-2020 17:53
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,adore,positive,72,21-03-2021 19:27
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,interested,positive,30,25-08-2020 03:39
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,scared,negative,15,03-02-2021 00:33
8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,GIF,dislike,negative,10,07-01-2021 00:28
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,disgust,negative,0,13-01-2021 06:18
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,love,positive,65,16-08-2020 03:02
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,hate,negative,5,01-04-2021 18:09
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,super love,positive,75,30-10-2020 16:30
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,scared,negative,15,05-04-2021 00:52
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,want,positive,70,17-08-2020 00:52
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,love,positive,65,13-05-2021 15:31
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,want,positive,70,06-10-2020 15:28
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,disgust,negative,0,11-08-2020 11:16
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,worried,negative,12,24-08-2020 12:42
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,heart,positive,60,05-03-2021 22:28
89cb4504-fccd-40f4-945e-410f74ee4735,animals,photo,hate,negative,5,24-07-2020 06:30
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,animals,photo,intrigued,positive,45,20-12-2020 16:41
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,scared,negative,15,19-06-2020 16:45
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,heart,positive,60,23-08-2020 10:25
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,peeking,neutral,35,24-04-2021 00:30
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,love,positive,65,20-04-2021 03:54
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,cherish,positive,70,23-11-2020 17:17
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,hate,negative,5,03-06-2021 19:26
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,peeking,neutral,35,25-10-2020 21:30
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,scared,negative,15,11-01-2021 20:45
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,indifferent,neutral,20,21-11-2020 17:15
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,want,positive,70,05-01-2021 16:19
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,worried,negative,12,05-05-2021 17:35
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,heart,positive,60,26-12-2020 17:40
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,cherish,positive,70,26-09-2020 16:32
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,scared,negative,15,09-03-2021 04:06
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,interested,positive,30,22-01-2021 11:01
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,like,positive,50,17-11-2020 19:47
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,hate,negative,5,29-09-2020 05:00
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,cherish,positive,70,12-06-2021 14:28
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,like,positive,50,21-01-2021 04:43
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,disgust,negative,0,04-05-2021 23:18
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,scared,negative,15,30-06-2020 17:15
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,love,positive,65,22-04-2021 00:48
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,peeking,neutral,35,11-04-2021 04:15
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,indifferent,neutral,20,09-09-2020 07:04
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,scared,negative,15,17-03-2021 12:00
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,adore,positive,72,21-08-2020 20:30
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,love,positive,65,28-06-2020 07:09
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,peeking,neutral,35,11-08-2020 06:25
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,cherish,positive,70,03-01-2021 23:33
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,disgust,negative,0,27-02-2021 05:27
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,want,positive,70,08-05-2021 21:58
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,worried,negative,12,30-09-2020 17:17
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,cherish,positive,70,04-11-2020 08:28
a4f6b4c2-36bd-4232-bef8-66577a601163,animals,photo,scared,negative,15,25-11-2020 22:20
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,scared,negative,15,16-02-2021 18:53
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,want,positive,70,02-02-2021 14:11
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,indifferent,neutral,20,03-08-2020 02:33
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,adore,positive,72,25-08-2020 02:45
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,want,positive,70,04-04-2021 01:51
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,hate,negative,5,05-07-2020 02:52
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,scared,negative,15,09-05-2021 23:51
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,heart,positive,60,01-10-2020 01:32
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,scared,negative,15,03-05-2021 02:28
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,heart,positive,60,17-11-2020 16:28
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,love,positive,65,03-03-2021 00:12
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,indifferent,neutral,20,26-09-2020 00:09
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,hate,negative,5,21-03-2021 01:26
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,disgust,negative,0,21-08-2020 04:21
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,heart,positive,60,17-07-2020 01:30
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,scared,negative,15,17-08-2020 15:57
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,interested,positive,30,06-06-2021 09:10
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,interested,positive,30,01-11-2020 09:17
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,intrigued,positive,45,21-09-2020 00:46
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,super love,positive,75,28-12-2020 01:10
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,peeking,neutral,35,30-05-2021 15:52
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,peeking,neutral,35,21-02-2021 09:04
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,hate,negative,5,17-01-2021 07:54
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,heart,positive,60,05-09-2020 14:57
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,interested,positive,30,18-08-2020 11:20
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,heart,positive,60,26-02-2021 15:56
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,animals,photo,scared,negative,15,07-03-2021 21:09
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,intrigued,positive,45,18-09-2020 14:09
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,want,positive,70,11-08-2020 21:52
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,interested,positive,30,11-02-2021 05:57
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,want,positive,70,28-11-2020 13:23
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,hate,negative,5,06-08-2020 11:12
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,like,positive,50,28-11-2020 10:12
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,love,positive,65,14-02-2021 00:25
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,intrigued,positive,45,11-12-2020 13:36
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,disgust,negative,0,05-06-2021 09:14
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,scared,negative,15,24-09-2020 05:51
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,dislike,negative,10,19-08-2020 07:49
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,worried,negative,12,24-04-2021 20:43
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,disgust,negative,0,07-05-2021 01:36
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,adore,positive,72,30-05-2021 12:18
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,worried,negative,12,24-07-2020 05:24
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,scared,negative,15,15-06-2021 23:13
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,like,positive,50,20-02-2021 09:04
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,dislike,negative,10,09-09-2020 22:11
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,hate,negative,5,17-08-2020 23:59
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,disgust,negative,0,20-12-2020 19:28
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,scared,negative,15,15-01-2021 08:52
2ceee25a-8461-4409-ab41-7a72d97d722d,animals,photo,interested,positive,30,10-10-2020 20:17
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,interested,positive,30,23-09-2020 19:37
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,want,positive,70,23-05-2021 14:39
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,disgust,negative,0,12-03-2021 15:39
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,worried,negative,12,11-07-2020 12:32
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,worried,negative,12,05-02-2021 11:28
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,love,positive,65,02-04-2021 03:27
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,animals,photo,scared,negative,15,28-02-2021 00:16
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,animals,photo,peeking,neutral,35,14-06-2021 07:10
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,animals,photo,indifferent,neutral,20,25-03-2021 05:13
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,cherish,positive,70,08-12-2020 14:31
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,adore,positive,72,26-10-2020 18:02
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,love,positive,65,25-09-2020 22:10
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,adore,positive,72,30-05-2021 03:29
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,love,positive,65,21-09-2020 04:32
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,disgust,negative,0,06-12-2020 15:12
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,worried,negative,12,18-08-2020 08:42
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,heart,positive,60,24-05-2021 09:29
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,heart,positive,60,02-05-2021 15:24
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,intrigued,positive,45,08-07-2020 20:27
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,want,positive,70,01-04-2021 08:37
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,heart,positive,60,14-03-2021 09:51
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,dislike,negative,10,08-12-2020 22:48
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,want,positive,70,28-01-2021 14:51
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,hate,negative,5,22-08-2020 16:45
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,peeking,neutral,35,13-08-2020 21:59
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,interested,positive,30,14-11-2020 10:44
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,worried,negative,12,05-12-2020 08:25
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,dislike,negative,10,10-05-2021 19:20
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,super love,positive,75,27-08-2020 04:30
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,peeking,neutral,35,04-10-2020 02:15
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,peeking,neutral,35,06-02-2021 11:53
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,love,positive,65,31-08-2020 08:49
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,scared,negative,15,04-12-2020 13:49
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,disgust,negative,0,29-12-2020 19:03
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,peeking,neutral,35,19-05-2021 17:37
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,love,positive,65,30-04-2021 14:49
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,peeking,neutral,35,09-04-2021 11:29
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,disgust,negative,0,10-12-2020 07:13
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,indifferent,neutral,20,07-09-2020 06:07
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,love,positive,65,27-01-2021 12:57
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,indifferent,neutral,20,18-12-2020 01:20
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,intrigued,positive,45,29-06-2020 11:15
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,interested,positive,30,14-11-2020 07:15
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,indifferent,neutral,20,15-12-2020 16:57
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,indifferent,neutral,20,15-08-2020 23:18
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,worried,negative,12,03-01-2021 05:00
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,peeking,neutral,35,21-10-2020 11:48
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,cherish,positive,70,01-08-2020 13:30
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,worried,negative,12,06-09-2020 15:38
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,animals,photo,want,positive,70,18-08-2020 16:52
b9ff65d6-b79a-4f9b-8745-10088ddf9934,animals,video,adore,positive,72,23-02-2021 15:59
